1,095703
0,931348
0,612598
0,371045
0,254004
0,231592
0,129492
-0,077197
-0,204199
-0,186768
-0,166846
-0,348633
-0,699756
-1,013525
-1,152978
-1,16543
-1,215234
-1,322314
-1,357178
-1,289941
-1,242627
-1,250098
-1,287451
-1,237646
-1,090723
-0,993603
-1,043408
-1,100684
-1,006055
-0,774463
-0,595166
-0,570264
-0,592676
-0,473145
-0,221631
-0,032373
-0,032373
-0,124512
-0,112061
0,024902
0,204199
0,393457
0,625049
0,886523
1,103174
1,187842
1,197803
1,332275
1,543945
1,690869
1,613672
1,38208
1,205273
1,157959
1,212744
1,200293
1,083252
0,916406
0,719678
0,557812
0,463184
0,418359
0,383496
0,291357
0,074707
-0,196729
-0,390967
-0,485596
-0,572754
-0,689795
-0,781934
-0,864111
-1,013525
-1,252588
-1,531494
-1,775537
-1,947363
-2,049463
-2,074365
-1,969775
-1,758105
-1,533984
-1,38457
-1,354687
-1,312353
-1,128076
-0,826758
-0,505518
-0,278906
-0,087158
0,144434
0,408398
0,625049
0,771973
0,893994
1,028467
1,138037
1,147998
1,100684
1,068311
1,140527
1,205273
1,197803
1,155469
1,16792
1,262549
1,362158
1,404492
1,354687
1,324805
1,329785
1,347217
1,352197
1,337256
1,314844
1,205273
1,001074
0,769482
0,600146
0,602637
0,625049
0,557812
0,326221
-0,00249
-0,363574
-0,679834
-0,95625
-1,192822
-1,372119
-1,471728
-1,576318
-1,69834
-1,840283
-1,932422
-1,969775
-1,989697
-1,997168
-2,012109
-1,972266
-1,887598
-1,80293
-1,713281
-1,606201
-1,451807
-1,235156
-1,011035
-0,819287
-0,620068
-0,400928
-0,149414
0,127002
0,403418
0,654932
0,859131
0,986133
1,050879
1,190332
1,474219
1,882617
2,238721
2,44292
2,470312
2,432959
2,385644
2,313428
2,238721
2,176465
2,154053
2,104248
1,892578
1,573828
1,27749
1,100684
1,008545
0,84917
0,572754
0,258984
0,064746
-0,047314
-0,21665
-0,515479
-0,884033
-1,1729
-1,324805
-1,446826
-1,576318
-1,693359
-1,758105
-1,830322
-1,967285
-2,141602
-2,283545
-2,268603
-2,191406
-2,104248
-2,076855
-2,061914
-1,952344
-1,69585
-1,449316
-1,27749
-1,217725
-1,140527
-1,006055
-0,821777
-0,654932
-0,515479
-0,32373
-0,072217
0,206689
0,438281
0,617578
0,821777
1,033447
1,262549
1,469238
1,663477
1,907519
2,171484
2,353271
2,408057
2,400586
2,490234
2,65957
2,813965
2,811475
2,607275
2,33335
2,076855
1,822852
1,543945
1,299902
1,130566
0,983643
0,734619
0,356104
-0,069727
-0,390967
-0,674854
-0,95874
-1,27998
-1,519043
-1,601221
-1,618652
-1,720752
-1,9125
-2,076855
-2,094287
-2,004639
-1,937402
-1,929932
-1,944873
-1,929932
-1,962305
-2,0146
-1,992187
-1,850244
-1,638574
-1,476709
-1,421924
-1,357178
-1,135547
-0,786914
-0,400928
-0,124512
0,067236
0,246533
0,470654
0,737109
1,038428
1,304883
1,548926
1,670947
1,708301
1,718262
1,785498
1,887598
1,939893
1,892578
1,797949
1,748144
1,755615
1,787988
1,748144
1,631103
1,48916
1,38457
1,404492
1,481689
1,533984
1,459277
1,227686
0,913916
0,63999
0,470654
0,400928
0,353613
0,236572
0,017432
-0,246533
-0,498047
-0,712207
-0,936328
-1,200293
-1,49165
-1,718262
-1,855225
-1,939893
-2,079346
-2,308447
-2,510156
-2,622217
-2,587353
-2,437939
-2,226269
-2,034521
-1,902539
-1,847754
-1,80791
-1,678418
-1,337256
-0,856641
-0,373535
-0,014941
0,179297
0,363574
0,615088
0,898975
1,155469
1,332275
1,481689
1,663477
1,830322
1,947363
2,041992
2,161523
2,320898
2,430469
2,462842
2,485254
2,537549
2,574902
2,470312
2,183936
1,892578
1,763086
1,780518
1,750635
1,511572
1,140527
0,799365
0,567773
0,31626
0,007471
-0,31875
-0,560303
-0,754541
-1,001074
-1,319824
-1,58877
-1,653516
-1,623633
-1,70332
-1,892578
-2,056934
-2,069385
-2,0146
-2,086816
-2,268603
-2,378174
-2,241211
-1,989697
