0,667383
0,869092
1,06582
1,257568
1,307373
1,294922
1,299902
1,324805
1,347217
1,257568
1,118115
0,978662
0,95376
0,918896
0,814307
0,63999
0,485596
0,346143
0,241553
0,054785
-0,239062
-0,515479
-0,769482
-0,95874
-1,123096
-1,267529
-1,367139
-1,369629
-1,299902
-1,205273
-1,138037
-1,035937
-0,866602
-0,677344
-0,537891
-0,483105
-0,478125
-0,560303
-0,704736
-0,891504
-1,011035
-1,045898
-1,011035
-0,966211
-0,889014
-0,841699
-0,799365
-0,752051
-0,699756
-0,659912
-0,605127
-0,503027
-0,448242
-0,42334
-0,468164
-0,500537
-0,505518
-0,515479
-0,505518
-0,405908
-0,263965
-0,092139
0,047314
0,189258
0,373535
0,565283
0,7396
0,757031
0,722168
0,605127
0,468164
0,266455
0,10957
-0,022412
-0,049805
-0,054785
-0,062256
-0,124512
-0,169336
-0,139453
-0,019922
0,161865
0,356104
0,542871
0,732129
0,85415
0,911426
0,966211
0,981152
0,938818
0,799365
0,585205
0,346143
0,10459
-0,131982
-0,343652
-0,602637
-0,826758
-0,981152
-1,113135
-1,275
-1,474219
-1,680908
-1,860205
-1,974756
-2,032031
-2,034521
-2,004639
-1,929932
-1,860205
-1,743164
-1,621143
-1,49165
-1,332275
-1,195312
-1,045898
-0,881543
-0,74209
-0,605127
-0,468164
-0,31875
-0,112061
0,139453
0,378516
0,600146
0,801855
0,998584
1,202783
1,339746
1,406982
1,397021
1,354687
1,282471
1,155469
1,050879
0,95127
0,981152
1,048389
1,088232
1,075781
1,033447
0,996094
0,986133
0,911426
0,814307
0,752051
0,74707
0,759521
0,724658
0,612598
0,448242
0,293848
0,176807
0,039844
-0,186768
-0,42085
-0,677344
-0,933838
-1,227686
-1,494141
-1,738184
-1,900049
-2,0146
-2,027051
-2,02207
-2,056934
-2,109228
-2,131641
-2,066894
-1,949853
-1,80791
-1,715771
-1,606201
-1,394531
-1,048389
-0,590186
-0,129492
0,331201
0,779443
1,185352
1,439355
1,576318
1,656006
1,80791
1,974756
2,099268
2,109228
1,987207
1,847754
1,688379
1,479199
1,220215
0,916406
0,63501
0,390967
0,117041
-0,21167
-0,612598
-0,963721
-1,180371
-1,27002
-1,312353
-1,349707
-1,372119
-1,3771
-1,364648
-1,38208
